#nodes,1113
0,-0.6273124471250754,-0.18171853755663017,0,aaron-douglas,1939
1,0.12401747812423798,0.7491267078093985,1,aaron-shikler,1970
2,0.6174873329954507,-0.2635819652086046,2,abbott-handerson-thayer,1889
3,0.5918555150631757,0.6794635731789476,3,ad-reinhardt,1937
4,-0.47016072882361676,-0.44308436266011675,4,adam-elsheimer,1605
5,-0.574128964220389,-4.1264859799011386E-4,5,adam-van-der-meulen,1657
6,0.6156941396508889,0.5489100875631623,6,adolf-dietrich,1939
7,-0.8380323040135771,0.14450116034300098,7,adolf-eberle,1869
8,0.8776766472902785,0.4062946177001201,8,adolph-gottlieb,1970
9,-0.10665819257952638,-0.6526022172291079,9,adolph-menzel,1845
10,-0.8480323040135771,0.14450116034300098,7,adolphe-joseph-thomas-monticelli,1860
11,-0.404946888890241,-0.545986972606949,10,adriaen-brouwer,1625
12,-0.34338879055587684,0.1473824825416969,11,adriaen-van-de-velde,1658
13,-0.47126269447537794,-0.16463567979197855,12,adriaen-van-de-venne,1614
14,-0.4253372671056962,-3.663940684659958E-5,13,adriaen-van-ostade,1630
15,-0.2987316095828054,-0.48293063100130124,14,aelbert-cuyp,1651
16,-0.23080553460166717,0.6576065019566151,15,agnes-lawrence-pelton,1930
17,-0.44272606924553976,-0.7572023103174685,16,agnolo-bronzino,1525
18,-0.7164202279832552,-0.5858155357923048,17,agostino-carracci,1586
19,0.71800054995298,-0.1875178054820706,18,akseli-gallen-kallela,1891
20,0.8676350996239166,-0.3663717479401275,19,alan-stephens-foster,1925
21,-0.6830624529752074,-0.35122638210621737,20,albert-anker,1874
22,-0.7136725249692942,-0.09163257613754801,21,albert-bierstadt,1850
23,0.9454317605390152,0.25367309881115135,22,albert-bloch,1911
24,0.3713787820429564,-0.31503368702473783,23,albert-dubois-pillet,1879
25,0.9996203089012483,-0.09344675497219404,24,albert-gleizes,1911
26,0.6905070222764471,-0.3973683350912739,25,albert-joseph-moore,1861
27,0.5585690411594123,-0.5703348642483461,26,albert-maignan,1887
28,0.6379074928526732,-0.42461572758841104,27,albert-marquet,1919
29,-0.7869197007863045,0.19780422728512878,28,albert-pinkham-ryder,1885
30,0.6066490546790142,0.5459711613016999,6,albert-tucker,1943
31,-0.6855624529752075,-0.3555565091251396,20,albin-egger-lienz,1891
32,0.0350606218276064,-0.7126440345742334,29,albrecht-altdorfer,1507
33,6.919699272254646E-4,-0.8361985365819389,30,albrecht-durer,1490
34,-0.6722378924739947,0.5220644072269823,31,alejandro-cabeza,2000
35,0.6441100348650005,-0.09415985501896211,32,aleksander-gierymski,1874
36,0.2955250235187797,-0.771940566507662,33,aleksandr-borodin,1991
37,-0.03152525329935012,0.6622116870861685,34,aleksandr-deyneka,1930
38,-0.027222767206351747,0.8327752276540843,35,aleksandra-ekster,1912
39,-0.5103534819753548,0.32939753549916584,36,aleksey-antropov,1753
40,-0.8366713472392131,-0.07819254567664231,37,aleksey-savrasov,1851
41,-0.38739497276132295,-0.6927997506301607,38,alessandro-allori,1561
42,-0.03615609660865066,0.758357469778453,39,alexander-bazhbeuk-melikyan,1927
43,0.4769378722403604,0.7436060196397989,40,alexander-belyaev,2014
44,-0.03115609660865066,0.758357469778453,39,alexander-calder,1930
45,-0.7508464473630472,0.25627908265551214,41,alexander-clarot,1831
46,-0.4668071264435668,0.8078552450361312,42,alexander-ivanov,1824
47,0.6271545046867402,-0.33303425019805016,43,alexander-rodchenko,1918
48,-0.5866678243478859,0.5002320892534088,44,alexander-roitburd,1989
49,-0.019225205380280778,-0.5756154741974818,45,alexandre-antigna,1857
50,0.6377042876485545,-0.6637509349782713,46,alexandre-benois,1905
51,-0.6552475026923781,0.6414917628677436,47,alexandre-cabanel,1846
52,-0.3647608614136589,0.8381115578712672,48,alexandre-gabriel-decamps,1828
53,-0.850688134994047,0.43738763978744677,49,alexei-harlamoff,1889
54,-0.03214742684333001,0.536136487922348,50,alexej-von-jawlensky,1909
55,-0.6830624529752074,-0.342566128068373,20,alexey-bogolyubov,1845
56,-0.463394591115255,0.8132616532106871,42,alexey-venetsianov,1801
